"doi","article_id","title","year","license","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date"
"10.1093/scan/nsx108","scannsx108","Aberrant default-mode network-hippocampus connectivity after sad memory-recall in remitted-depression",2017,NA,"pdf/scan.scannsx108.pdf","xml/scan.scannsx108.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx090","scannsx090","Subthalamic nucleus stimulation impairs emotional conflict adaptation in Parkinson’s disease",2017,"cc-by-nc","pdf/scan.scannsx090.pdf","xml/scan.scannsx090.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx107","scannsx107","Divergent effects of oxytocin on (para-)limbic reactivity to emotional and neutral scenes in females with and without borderline personality disorder",2017,NA,"pdf/scan.scannsx107.pdf","xml/scan.scannsx107.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx118","scannsx118","Brain-to-brain synchronization across two persons predicts mutual prosociality",2017,"cc-by-nc","pdf/scan.scannsx118.pdf","xml/scan.scannsx118.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx048","scannsx048","The iterative nature of person construal: Evidence from event-related potentials",2017,"cc-by-nc","pdf/scan.scannsx048.pdf","xml/scan.scannsx048.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsw171","scannsw171","Hierarchical prediction errors in midbrain and septum during social learning",2017,"cc-by-nc","pdf/scan.scannsw171.pdf","xml/scan.scannsw171.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx062","scannsx062","Identifying new susceptibility genes on dopaminergic and serotonergic pathways for the framing effect in decision-making",2017,NA,"pdf/scan.scannsx062.pdf","xml/scan.scannsx062.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx137","scannsx137","Virtually ‘in the heat of the moment’: insula activation in safe sex negotiation among risky men",2017,NA,"pdf/scan.scannsx137.pdf","xml/scan.scannsx137.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx005","scannsx005","Neural correlates and structural markers of emotion dysregulation in traumatized civilians",2017,"cc-by-nc","pdf/scan.scannsx005.pdf","xml/scan.scannsx005.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx135","scannsx135","An objective neural signature of rapid perspective taking",2017,"cc-by-nc","pdf/scan.scannsx135.pdf","xml/scan.scannsx135.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx086","scannsx086","Positive autobiographical memory retrieval reduces temporal discounting",2017,"cc-by-nc","pdf/scan.scannsx086.pdf","xml/scan.scannsx086.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx021","scannsx021","Sex differences in the development of emotion circuitry in adolescents at risk for substance abuse: a longitudinal fMRI study",2017,"cc-by-nc","pdf/scan.scannsx021.pdf","xml/scan.scannsx021.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx070","scannsx070","White matter correlates of psychopathic traits in a female community sample",2017,NA,"pdf/scan.scannsx070.pdf","xml/scan.scannsx070.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx056","scannsx056","Neural correlates of the eye dominance effect in human face perception: the left-visual-field superiority for faces revisited",2017,NA,"pdf/scan.scannsx056.pdf","xml/scan.scannsx056.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx088","scannsx088","Emotional intelligence is associated with connectivity within and between resting state networks",2017,"cc-by-nc","pdf/scan.scannsx088.pdf","xml/scan.scannsx088.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx041","scannsx041","The role of the default mode network in component processes underlying the wandering mind",2017,"cc-by-nc","pdf/scan.scannsx041.pdf","xml/scan.scannsx041.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx075","scannsx075","The impact of personal relevance on emotion processing: evidence from event-related potentials and pupillary responses",2017,"cc-by-nc","pdf/scan.scannsx075.pdf","xml/scan.scannsx075.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx019","scannsx019","Empathy and moral emotions in post-apartheid South Africa: an fMRI investigation",2017,"cc-by-nc","pdf/scan.scannsx019.pdf","xml/scan.scannsx019.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx126","scannsx126","The persuasion network is modulated by drug-use risk and predicts anti-drug message effectiveness",2017,"cc-by-nc","pdf/scan.scannsx126.pdf","xml/scan.scannsx126.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsw164","scannsw164","Socio-neuro risk factors for suicidal behavior in criminal offenders with psychotic disorders",2017,"cc-by-nc","pdf/scan.scannsw164.pdf","xml/scan.scannsw164.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx142","scannsx142","Is the voice an auditory face? An ALE meta-analysis comparing vocal and facial emotion processing",2017,NA,"pdf/scan.scannsx142.pdf","xml/scan.scannsx142.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx071","scannsx071","Neural predictors of emotional inertia in daily life",2017,NA,"pdf/scan.scannsx071.pdf","xml/scan.scannsx071.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsw175","scannsw175","Surface-based morphometry reveals the neuroanatomical basis of the five-factor model of personality",2017,"cc-by-nc","pdf/scan.scannsw175.pdf","xml/scan.scannsw175.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx082","scannsx082","To err is (perfectly) human: behavioural and neural correlates of error processing and perfectionism",2017,"cc-by-nc","pdf/scan.scannsx082.pdf","xml/scan.scannsx082.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx067","scannsx067","Potential reward reduces the adverse impact of negative distractor stimuli",2017,"cc-by-nc","pdf/scan.scannsx067.pdf","xml/scan.scannsx067.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx096","scannsx096","Explicit and implicit emotion regulation: a multi-level framework",2017,NA,"pdf/scan.scannsx096.pdf","xml/scan.scannsx096.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx057","scannsx057","An earlier time of scan is associated with greater threat-related amygdala reactivity",2017,NA,"pdf/scan.scannsx057.pdf","xml/scan.scannsx057.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx140","scannsx140","Music models aberrant rule decoding and reward valuation in dementia",2017,NA,"pdf/scan.scannsx140.pdf","xml/scan.scannsx140.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx112","scannsx112","An anterior–posterior axis within the ventromedial prefrontal cortex separates self and reward",2017,"cc-by-nc","pdf/scan.scannsx112.pdf","xml/scan.scannsx112.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx037","scannsx037","Shared states: using MVPA to test neural overlap between self-focused emotion imagery and other-focused emotion understanding",2017,"cc-by-nc","pdf/scan.scannsx037.pdf","xml/scan.scannsx037.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx034","scannsx034","Higher order intentionality tasks are cognitively more demanding",2017,"cc-by-nc","pdf/scan.scannsx034.pdf","xml/scan.scannsx034.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx061","scannsx061","Oxytocin facilitates reciprocity in social communication",2017,NA,"pdf/scan.scannsx061.pdf","xml/scan.scannsx061.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx004","scannsx004","A balance of activity in brain control and reward systems predicts self-regulatory outcomes",2017,"cc-by-nc","pdf/scan.scannsx004.pdf","xml/scan.scannsx004.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx095","scannsx095","Alcohol’s effects on emotionally motivated attention, defensive reactivity and subjective anxiety during uncertain threats",2017,NA,"pdf/scan.scannsx095.pdf","xml/scan.scannsx095.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx139","scannsx139","Social exclusion weakens storage capacity and attentional filtering ability in visual working memory",2017,"cc-by-nc","pdf/scan.scannsx139.pdf","xml/scan.scannsx139.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx113","scannsx113","Resting-state functional connectivity in combat veterans suffering from impulsive aggression",2017,"cc-by-nc","pdf/scan.scannsx113.pdf","xml/scan.scannsx113.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx130","scannsx130","Looking at the face and seeing the whole body. Neural basis of combined face and body expressions",2017,NA,"pdf/scan.scannsx130.pdf","xml/scan.scannsx130.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx116","scannsx116","Oxytocin effects on self-referential processing: behavioral and neuroimaging evidence",2017,"cc-by-nc","pdf/scan.scannsx116.pdf","xml/scan.scannsx116.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx074","scannsx074","Association between habenula dysfunction and motivational symptoms in unmedicated major depressive disorder",2017,"cc-by-nc","pdf/scan.scannsx074.pdf","xml/scan.scannsx074.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx033","scannsx033","The role of cognitive reappraisal in placebo analgesia: an fMRI study",2017,"cc-by-nc","pdf/scan.scannsx033.pdf","xml/scan.scannsx033.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx129","scannsx129","Repetitive behaviors in autism are linked to imbalance of corticostriatal connectivity: a functional connectivity MRI study",2017,NA,"pdf/scan.scannsx129.pdf","xml/scan.scannsx129.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx030","scannsx030","An unpleasant emotional state reduces working memory capacity: electrophysiological evidence",2017,"cc-by-nc","pdf/scan.scannsx030.pdf","xml/scan.scannsx030.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx026","scannsx026","Resting connectivity between salience nodes predicts recognition memory",2017,"cc-by-nc","pdf/scan.scannsx026.pdf","xml/scan.scannsx026.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx102","scannsx102","Social value orientation modulates the processing of outcome evaluation involving others",2017,"cc-by-nc","pdf/scan.scannsx102.pdf","xml/scan.scannsx102.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx099","scannsx099","Neural correlates of empathic accuracy in adolescence",2017,NA,"pdf/scan.scannsx099.pdf","xml/scan.scannsx099.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx143","scannsx143","Theta resting EEG in TPJ/pSTS is associated with individual differences in the feeling of being looked at",2017,NA,"pdf/scan.scannsx143.pdf","xml/scan.scannsx143.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx103","scannsx103","Activity alterations in the bed nucleus of the stria terminalis and amygdala during threat anticipation in generalized anxiety disorder",2017,"cc-by-nc","pdf/scan.scannsx103.pdf","xml/scan.scannsx103.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx042","scannsx042","Impulsive-antisocial psychopathic traits linked to increased volume and functional connectivity within prefrontal cortex",2017,"cc-by-nc","pdf/scan.scannsx042.pdf","xml/scan.scannsx042.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx079","scannsx079","Preschool negative emotionality predicts activity and connectivity of the fusiform face area and amygdala in later childhood",2017,"cc-by-nc","pdf/scan.scannsx079.pdf","xml/scan.scannsx079.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx039","scannsx039","Hard to look on the bright side: neural correlates of impaired emotion regulation in depressed youth",2017,"cc-by-nc","pdf/scan.scannsx039.pdf","xml/scan.scannsx039.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx120","scannsx120","Increased rostral anterior cingulate activity following positive mental imagery training in healthy older adults",2017,"cc-by","pdf/scan.scannsx120.pdf","xml/scan.scannsx120.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx003","scannsx003","Tribal love: the neural correlates of passionate engagement in football fans",2017,"cc-by-nc","pdf/scan.scannsx003.pdf","xml/scan.scannsx003.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx101","scannsx101","Oxytocin promotes altruistic punishment",2017,"cc-by-nc","pdf/scan.scannsx101.pdf","xml/scan.scannsx101.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx080","scannsx080","Regulatory control and impulsivity relate to resting frontal activity",2017,NA,"pdf/scan.scannsx080.pdf","xml/scan.scannsx080.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx024","scannsx024","Corrigendum to: Affective facilitation of early visual cortex during rapid picture presentation at 6 and 15 Hz",2017,"cc-by-nc","pdf/scan.scannsx024.pdf","xml/scan.scannsx024.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx068","scannsx068","Mapping the impairment in decoding static facial expressions of emotion in prosopagnosia",2017,NA,"pdf/scan.scannsx068.pdf","xml/scan.scannsx068.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx031","scannsx031","Associating resting-state connectivity with trait impulsivity",2017,"cc-by-nc","pdf/scan.scannsx031.pdf","xml/scan.scannsx031.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx132","scannsx132","The functional role of ventral anterior cingulate cortex in social evaluation: disentangling valence from subjectively rewarding opportunities",2017,"cc-by-nc","pdf/scan.scannsx132.pdf","xml/scan.scannsx132.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx073","scannsx073","Like mother like daughter: putamen activation as a mechanism underlying intergenerational risk for depression",2017,NA,"pdf/scan.scannsx073.pdf","xml/scan.scannsx073.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx020","scannsx020","Temporal signatures of processing voiceness and emotion in sound",2017,"cc-by-nc","pdf/scan.scannsx020.pdf","xml/scan.scannsx020.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx119","scannsx119","Functional organization of face processing in the human superior temporal sulcus: a 7T high-resolution fMRI study",2017,NA,"pdf/scan.scannsx119.pdf","xml/scan.scannsx119.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx063","scannsx063","Causal evidence for task-specific involvement of the dorsomedial prefrontal cortex in human social cognition",2017,"cc-by-nc","pdf/scan.scannsx063.pdf","xml/scan.scannsx063.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsw172","scannsw172","Interpersonal synchrony enhanced through 20 Hz phase-coupled dual brain stimulation",2017,"cc-by-nc","pdf/scan.scannsw172.pdf","xml/scan.scannsw172.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx007","scannsx007","Prefrontal cortex stimulation does not affect emotional bias, but may slow emotion identification",2017,"cc-by-nc","pdf/scan.scannsx007.pdf","xml/scan.scannsx007.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx123","scannsx123","Salience network dynamics underlying successful resistance of temptation",2017,"cc-by-nc","pdf/scan.scannsx123.pdf","xml/scan.scannsx123.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx109","scannsx109","Repetitive TMS of the temporo-parietal junction disrupts participant’s expectations in a spontaneous Theory of Mind task",2017,"cc-by-nc","pdf/scan.scannsx109.pdf","xml/scan.scannsx109.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx105","scannsx105","Brain indices of disagreement with one’s social values predict EU referendum voting behavior",2017,NA,"pdf/scan.scannsx105.pdf","xml/scan.scannsx105.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx045","scannsx045","Social identity shapes social valuation: evidence from prosocial behavior and vicarious reward",2017,"cc-by-nc","pdf/scan.scannsx045.pdf","xml/scan.scannsx045.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx076","scannsx076","That’s me in the spotlight: neural basis of individual differences in self-consciousness",2017,NA,"pdf/scan.scannsx076.pdf","xml/scan.scannsx076.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx091","scannsx091","Relationship status and perceived support in the social regulation of neural responses to threat",2017,"cc-by-nc","pdf/scan.scannsx091.pdf","xml/scan.scannsx091.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx125","scannsx125","Love flows downstream: mothers’ and children’s neural representation similarity in perceiving distress of self and family",2017,"cc-by-nc","pdf/scan.scannsx125.pdf","xml/scan.scannsx125.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx098","scannsx098","Neural correlates of inhibitory spillover in adolescence: associations with internalizing symptoms",2017,"cc-by-nc","pdf/scan.scannsx098.pdf","xml/scan.scannsx098.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsw174","scannsw174","Modulation of amygdala response to task-irrelevant emotion",2017,"cc-by-nc","pdf/scan.scannsw174.pdf","xml/scan.scannsw174.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx064","scannsx064","ERP correlates of motivating voices: quality of motivation and time-course matters",2017,"cc-by-nc","pdf/scan.scannsx064.pdf","xml/scan.scannsx064.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsw173","scannsw173","Orbitofrontal cortex mediates pain inhibition by monetary reward",2017,"cc-by-nc","pdf/scan.scannsw173.pdf","xml/scan.scannsw173.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx028","scannsx028","Oxytocin differentially modulates pavlovian cue and context fear acquisition",2017,"cc-by-nc","pdf/scan.scannsx028.pdf","xml/scan.scannsx028.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx089","scannsx089","Influence of<i>DARPP-32</i>genetic variation on BOLD activation to happy faces",2017,"cc-by-nc","pdf/scan.scannsx089.pdf","xml/scan.scannsx089.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx059","scannsx059","Effects of emotional valence and arousal on the voice perception network",2017,NA,"pdf/scan.scannsx059.pdf","xml/scan.scannsx059.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx093","scannsx093","The role of gamma interbrain synchrony in social coordination when humans face territorial threats",2017,"cc-by-nc","pdf/scan.scannsx093.pdf","xml/scan.scannsx093.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx084","scannsx084","Neural activity during affect labeling predicts expressive writing effects on well-being: GLM and SVM approaches",2017,NA,"pdf/scan.scannsx084.pdf","xml/scan.scannsx084.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx036","scannsx036","Washing away your sins in the brain: physical cleaning and priming of cleaning recruit different brain networks after moral threat",2017,"cc-by-nc","pdf/scan.scannsx036.pdf","xml/scan.scannsx036.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx133","scannsx133","Conservatism and the neural circuitry of threat: economic conservatism predicts greater amygdala–BNST connectivity during periods of threat vs safety",2017,"cc-by-nc","pdf/scan.scannsx133.pdf","xml/scan.scannsx133.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx058","scannsx058","The iconography of mourning and its neural correlates: a functional neuroimaging study",2017,NA,"pdf/scan.scannsx058.pdf","xml/scan.scannsx058.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx124","scannsx124","Risk-taking, peer-influence and child maltreatment: a neurocognitive investigation",2017,NA,"pdf/scan.scannsx124.pdf","xml/scan.scannsx124.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx052","scannsx052","Putting race in context: social class modulates processing of race in the ventromedial prefrontal cortex and amygdala",2017,NA,"pdf/scan.scannsx052.pdf","xml/scan.scannsx052.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsx029","scannsx029","Coercive and legitimate authority impact tax honesty: evidence from behavioral and ERP experiments",2017,"cc-by-nc","pdf/scan.scannsx029.pdf","xml/scan.scannsx029.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy034","scannsy034","Neural bases of social communicative intentions in speech",2018,NA,"pdf/scan.scannsy034.pdf","xml/scan.scannsy034.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy056","scannsy056","Neural sensitivity to personal and vicarious reward differentially relate to prosociality and well-being",2018,"cc-by-nc","pdf/scan.scannsy056.pdf","xml/scan.scannsy056.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy015","scannsy015","Prosody production networks are modulated by sensory cues and social context",2018,NA,"pdf/scan.scannsy015.pdf","xml/scan.scannsy015.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy023","scannsy023","Dissociable contributions of the prefrontal cortex in group-based cooperation",2018,NA,"pdf/scan.scannsy023.pdf","xml/scan.scannsy023.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy093","scannsy093","Praising others differently: Neuroanatomical correlates to individual differences in trait gratitude and elevation",2018,"cc-by","pdf/scan.scannsy093.pdf","xml/scan.scannsy093.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy111","scannsy111","Reward improves response inhibition by enhancing attentional capture",2018,"cc-by-nc","pdf/scan.scannsy111.pdf","xml/scan.scannsy111.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy059","scannsy059","Brain networks of happiness: dynamic functional connectivity among the default, cognitive and salience networks relates to subjective well-being",2018,NA,"pdf/scan.scannsy059.pdf","xml/scan.scannsy059.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy028","scannsy028","Temptations of friends: adolescents’ neural and behavioral responses to best friends predict risky behavior",2018,"cc-by","pdf/scan.scannsy028.pdf","xml/scan.scannsy028.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy009","scannsy009","Sleep quality and adolescent default mode network connectivity",2018,NA,"pdf/scan.scannsy009.pdf","xml/scan.scannsy009.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy046","scannsy046","Brain structural thickness and resting state autonomic function in adolescents with major depression",2018,NA,"pdf/scan.scannsy046.pdf","xml/scan.scannsy046.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy052","scannsy052","The pursuit of social acceptance: aberrant conformity in social anxiety disorder",2018,"cc-by-nc","pdf/scan.scannsy052.pdf","xml/scan.scannsy052.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy006","scannsy006","A comparison of the electrocortical response to monetary and social reward",2018,NA,"pdf/scan.scannsy006.pdf","xml/scan.scannsy006.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy099","scannsy099","A drama movie activates brains of holistic and analytical thinkers differentially",2018,NA,"pdf/scan.scannsy099.pdf","xml/scan.scannsy099.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy014","scannsy014","When compliments do not hit but critiques do: an fMRI study into self-esteem and self-knowledge in processing social feedback",2018,NA,"pdf/scan.scannsy014.pdf","xml/scan.scannsy014.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy018","scannsy018","Distributed affective space represents multiple emotion categories across the human brain",2018,NA,"pdf/scan.scannsy018.pdf","xml/scan.scannsy018.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy083","scannsy083","An endocannabinoid receptor polymorphism modulates affective processing under stress",2018,"cc-by","pdf/scan.scannsy083.pdf","xml/scan.scannsy083.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy021","scannsy021","Subjective value representations during effort, probability and time discounting across adulthood",2018,NA,"pdf/scan.scannsy021.pdf","xml/scan.scannsy021.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
"10.1093/scan/nsy095","scannsy095","Neural measures of the causal role of observers’ facial mimicry on visual working memory for facial expressions",2018,"cc-by-nc","pdf/scan.scannsy095.pdf","xml/scan.scannsy095.xml",TRUE,TRUE,TRUE,"0.9","2026-06-21"
