"doi","article_id","title","year","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date","license"
"10.1186/s12903-016-0189-9","s1290301601899","Self-perceived halitosis influences social interactions",2016,"pdf/bmcoral.s1290301601899.pdf","xml/bmcoral.s1290301601899.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0183-2","s1290301601832","Polish school nurses’ knowledge of the first-aid in tooth avulsion of permanent teeth",2016,"pdf/bmcoral.s1290301601832.pdf","xml/bmcoral.s1290301601832.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0170-7","s1290301601707","Managing patients taking novel oral anticoagulants (NOAs) in dentistry: a discussion paper on clinical implications",2016,"pdf/bmcoral.s1290301601707.pdf","xml/bmcoral.s1290301601707.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0286-9","s1290301602869","Utilising daily diaries to examine oral health experiences associated with dentine hypersensitivity",2016,"pdf/bmcoral.s1290301602869.pdf","xml/bmcoral.s1290301602869.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0198-8","s1290301601988","Pre-treatment anxiety in a dental hygiene recall population: a cross-sectional pilot study",2016,"pdf/bmcoral.s1290301601988.pdf","xml/bmcoral.s1290301601988.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0226-8","s1290301602268","Health nurses’ experiences and attitudes regarding collaboration with dental personnel",2016,"pdf/bmcoral.s1290301602268.pdf","xml/bmcoral.s1290301602268.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0297-6","s1290301602976","Effects of fixed and removable space maintainers on halitosis",2016,"pdf/bmcoral.s1290301602976.pdf","xml/bmcoral.s1290301602976.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0300-2","s1290301603002","Prevalence of oral manifestations in children and adolescents with cancer submitted to chemotherapy",2016,"pdf/bmcoral.s1290301603002.pdf","xml/bmcoral.s1290301603002.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0321-x","s129030160321x","Effectiveness of bovine-derived xenograft versus bioactive glass with periodontally accelerated osteogenic orthodontics in adults: a randomized, controlled clinical trial",2016,"pdf/bmcoral.s129030160321x.pdf","xml/bmcoral.s129030160321x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0285-x","s129030160285x","Prevalence of and factors affecting malocclusion in primary dentition among children in Xi’an, China",2016,"pdf/bmcoral.s129030160285x.pdf","xml/bmcoral.s129030160285x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0316-7","s1290301603167","Oral health and coronary heart disease",2016,"pdf/bmcoral.s1290301603167.pdf","xml/bmcoral.s1290301603167.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0208-x","s129030160208x","Significance bias: an empirical evaluation of the oral health literature",2016,"pdf/bmcoral.s129030160208x.pdf","xml/bmcoral.s129030160208x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0309-6","s1290301603096","A plea for the development of an universally accepted modular tooth wear evaluation system",2016,"pdf/bmcoral.s1290301603096.pdf","xml/bmcoral.s1290301603096.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0237-5","s1290301602375","Treatment decisions on Molar-Incisor Hypomineralization (MIH) by Norwegian dentists – a questionnaire study",2016,"pdf/bmcoral.s1290301602375.pdf","xml/bmcoral.s1290301602375.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0296-7","s1290301602967","A randomized, double-blind, placebo-controlled clinical trial of fluoride varnish in preventing dental caries of Sjögren’s syndrome patients",2016,"pdf/bmcoral.s1290301602967.pdf","xml/bmcoral.s1290301602967.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0181-4","s1290301601814","HSP70 mRNA expression by cells of the epithelial rest of Malassez due to mechanical forces in vitro",2016,"pdf/bmcoral.s1290301601814.pdf","xml/bmcoral.s1290301601814.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0232-x","s129030160232x","Association of erosive tooth wear and dental caries in Northern Finland Birth Cohort 1966 – an epidemiological cross-sectional study",2016,"pdf/bmcoral.s129030160232x.pdf","xml/bmcoral.s129030160232x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0202-3","s1290301602023","Effect of a school-based oral health education in preventing untreated dental caries and increasing knowledge, attitude, and practices among adolescents in Bangladesh",2016,"pdf/bmcoral.s1290301602023.pdf","xml/bmcoral.s1290301602023.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0231-y","s129030160231y","Does erosion progress differently on teeth already presenting clinical signs of erosive tooth wear than on sound teeth? An in vitro pilot trial",2016,"pdf/bmcoral.s129030160231y.pdf","xml/bmcoral.s129030160231y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0265-1","s1290301602651","Mixed dentition space analysis among Nepalese Brahmins/Chhetris",2016,"pdf/bmcoral.s1290301602651.pdf","xml/bmcoral.s1290301602651.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0284-y","s129030160284y","Current stress and poor oral health",2016,"pdf/bmcoral.s129030160284y.pdf","xml/bmcoral.s129030160284y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0268-y","s129030160268y","The interactive association of smoking and drinking levels with presence of periodontitis in South Korean adults",2016,"pdf/bmcoral.s129030160268y.pdf","xml/bmcoral.s129030160268y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0302-0","s1290301603020","Effect of the plant-based hemostatic agent Ankaferd Blood Stopper® on the biocompatibility of mineral trioxide aggregate",2016,"pdf/bmcoral.s1290301603020.pdf","xml/bmcoral.s1290301603020.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0236-6","s1290301602366","Prevalence of developmental dental hard-tissue anomalies and association with caries and oral hygiene status of children in Southwestern, Nigeria",2016,"pdf/bmcoral.s1290301602366.pdf","xml/bmcoral.s1290301602366.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0207-y","s129030160207y","Detection of vertical root fractures in endodontically treated teeth in the absence and in the presence of metal post by cone-beam computed tomography",2016,"pdf/bmcoral.s129030160207y.pdf","xml/bmcoral.s129030160207y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0233-9","s1290301602339","Economic and sociodemographic inequalities in complete denture need among older Brazilian adults: a cross-sectional population-based study",2016,"pdf/bmcoral.s1290301602339.pdf","xml/bmcoral.s1290301602339.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0274-0","s1290301602740","Oral behavior, dental, periodontal and microbiological findings in patients undergoing hemodialysis and after kidney transplantation",2016,"pdf/bmcoral.s1290301602740.pdf","xml/bmcoral.s1290301602740.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0209-9","s1290301602099","Does poor dental health predict becoming homebound among older Japanese?",2016,"pdf/bmcoral.s1290301602099.pdf","xml/bmcoral.s1290301602099.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0243-7","s1290301602437","Characterization of a potential ABC-type bacteriocin exporter protein from Treponema denticola",2016,"pdf/bmcoral.s1290301602437.pdf","xml/bmcoral.s1290301602437.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0216-x","s129030160216x","A new screening method for periodontitis: an alternative to the community periodontal index",2016,"pdf/bmcoral.s129030160216x.pdf","xml/bmcoral.s129030160216x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0262-4","s1290301602624","Gingival hyperplasia as first sign of recurrence of granulomatosis with polyangiitis (Wegener’s granulomatosis): case report and review of the literature",2016,"pdf/bmcoral.s1290301602624.pdf","xml/bmcoral.s1290301602624.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0196-x","s129030160196x","An analysis of the readability characteristics of oral health information literature available to the public in Tasmania, Australia",2016,"pdf/bmcoral.s129030160196x.pdf","xml/bmcoral.s129030160196x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0320-y","s129030160320y","Root resorption during orthodontic treatment with self-ligating or conventional brackets: a systematic review and meta-analysis",2016,"pdf/bmcoral.s129030160320y.pdf","xml/bmcoral.s129030160320y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0261-5","s1290301602615","The effect of platelet–rich plasma on clinical outcomes of the surgical treatment of periodontal intrabony defects: A systematic review and meta–analysis",2016,"pdf/bmcoral.s1290301602615.pdf","xml/bmcoral.s1290301602615.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0256-2","s1290301602562","Common risk factors and edentulism in adults, aged 50 years and over, in China, Ghana, India and South Africa: results from the WHO Study on global AGEing and adult health (SAGE)",2016,"pdf/bmcoral.s1290301602562.pdf","xml/bmcoral.s1290301602562.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0195-y","s129030160195y","Palatal fibroblasts reduce osteoclastogenesis in murine bone marrow cultures",2016,"pdf/bmcoral.s129030160195y.pdf","xml/bmcoral.s129030160195y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0221-0","s1290301602210","Views of Australian dental practitioners towards rural recruitment and retention: a descriptive study",2016,"pdf/bmcoral.s1290301602210.pdf","xml/bmcoral.s1290301602210.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0185-0","s1290301601850","Pretreatment oral hygiene habits and survival of head and neck squamous cell carcinoma (HNSCC) patients",2016,"pdf/bmcoral.s1290301601850.pdf","xml/bmcoral.s1290301601850.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0324-7","s1290301603247","Oral health-related quality of life and early childhood caries among preschool children in Trinidad",2016,"pdf/bmcoral.s1290301603247.pdf","xml/bmcoral.s1290301603247.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0210-3","s1290301602103","Effect of recombinant PDGF-BB on bone formation in the presence of β-tricalcium phosphate and bovine bone mineral matrix: a pilot study in rat calvarial defects",2016,"pdf/bmcoral.s1290301602103.pdf","xml/bmcoral.s1290301602103.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0160-9","s1290301601609","In situ remineralisation response of different artificial caries-like enamel lesions to home-care and professional fluoride treatments",2016,"pdf/bmcoral.s1290301601609.pdf","xml/bmcoral.s1290301601609.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0164-5","s1290301601645","Combining self-management cues with incentives to promote interdental cleaning among Indian periodontal disease outpatients",2016,"pdf/bmcoral.s1290301601645.pdf","xml/bmcoral.s1290301601645.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0264-2","s1290301602642","Parallel study about the effects of psychotherapy on patients with dental phobia determined by anxiety scores and saliva secretion and composition",2016,"pdf/bmcoral.s1290301602642.pdf","xml/bmcoral.s1290301602642.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0212-1","s1290301602121","Cariogenicity features of Streptococcus mutans in presence of rubusoside",2016,"pdf/bmcoral.s1290301602121.pdf","xml/bmcoral.s1290301602121.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0187-y","s129030160187y","Dental caries status of students from migrant primary schools in Shanghai Pudong New Area",2016,"pdf/bmcoral.s129030160187y.pdf","xml/bmcoral.s129030160187y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0281-1","s1290301602811","Influence of Invisalign treatment with interproximal enamel reduction (IER) on bone volume for adult crowding: a retrospective three-dimensional cone beam computed tomography study",2016,"pdf/bmcoral.s1290301602811.pdf","xml/bmcoral.s1290301602811.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0307-8","s1290301603078","PDGFRβ+/c-kit+ pulp cells are odontoblastic progenitors capable of producing dentin-like structure in vitro and in vivo",2016,"pdf/bmcoral.s1290301603078.pdf","xml/bmcoral.s1290301603078.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0214-z","s129030160214z","Efficacy of an aluminium triformate mouthrinse during the maintenance phase in periodontal patients: a pilot double blind randomized placebo-controlled clinical trial",2016,"pdf/bmcoral.s129030160214z.pdf","xml/bmcoral.s129030160214z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0253-5","s1290301602535","Five-minute Apgar score ≤ 5 and Molar Incisor Hypomineralisation (MIH) – a case control study",2016,"pdf/bmcoral.s1290301602535.pdf","xml/bmcoral.s1290301602535.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0252-6","s1290301602526","Television-based health promotion in general practice waiting rooms in London: a cross-sectional study evaluating patients’ knowledge and intentions to access dental services",2016,"pdf/bmcoral.s1290301602526.pdf","xml/bmcoral.s1290301602526.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0201-4","s1290301602014","Antibacterial effect of silver (I) carbohydrate complexes on oral pathogenic key species in vitro",2016,"pdf/bmcoral.s1290301602014.pdf","xml/bmcoral.s1290301602014.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0242-8","s1290301602428","Efficacy of low-level laser therapy in accelerating tooth movement, preventing relapse and managing acute pain during orthodontic treatment in humans: a systematic review",2016,"pdf/bmcoral.s1290301602428.pdf","xml/bmcoral.s1290301602428.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
